timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw,flight_mode,armed_status,proposed_x,proposed_y,proposed_z,approved_x,approved_y,approved_z,ai_confidence,safety_status,rejection_reason,failsafe_active
1784829388.0380352,-0.01256670244038105,-0.023487849161028862,-0.011692613363265991,-0.011382041499018669,-0.0139270955696702,-0.0017663963371887803,0.0003697280682607738,0.0004901535772475517,1.675502865565049,MANUAL,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.1380699,-0.014532613568007946,-0.025777773931622505,-0.011152997612953186,-0.012760422192513943,-0.01504326518625021,-0.0018160596955567598,0.00037818063586202594,0.0005007901554702237,1.6754687094374439,MANUAL,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.2380497,-0.016699381172657013,-0.027997219935059547,-0.01028423011302948,-0.01410204079002142,-0.01599748805165291,-0.0016748419729992747,0.00042748662547767023,0.00048490531198139655,1.6754628129670015,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.3380406,-0.018390348181128502,-0.029260937124490738,-0.009365618228912354,-0.015251321718096733,-0.01630011945962906,-0.0015008801128715277,0.0004503654386840078,0.0004717348085589231,1.6754471201040932,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.4379847,-0.020260414108633995,-0.029809661209583282,-0.008410215377807617,-0.01632693037390709,-0.016020392999053,-0.0014573115622624755,0.0004684548085835176,0.0004557797668445055,1.6754159652603853,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.5380719,-0.02174278348684311,-0.030330175533890724,-0.0074089765548706055,-0.017103461548686028,-0.01580372452735901,-0.0014542806893587112,0.0004885016436067538,0.00043478298090251794,1.6753780778304872,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.6380439,-0.023209799081087112,-0.0312031339854002,-0.006662741303443909,-0.01800583116710186,-0.01591034047305584,-0.0015635237796232104,0.0005113811539943935,0.00040038804196436975,1.6753555400459965,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.7380362,-0.02445073612034321,-0.032503798604011536,-0.006080612540245056,-0.018935255706310272,-0.016267972066998482,-0.0017543327994644642,0.0005377163942985494,0.00039545642660686054,1.6753333828166947,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.838009,-0.025789564475417137,-0.03412618488073349,-0.005342736840248108,-0.019908582791686058,-0.01663018763065338,-0.0020200686994940042,0.0005308120347163055,0.0004032227552796854,1.675302695976221,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829388.9380744,-0.027491673827171326,-0.035324402153491974,-0.004779979586601257,-0.021220354363322258,-0.01662546768784523,-0.0021434989757835865,0.0005545698976379514,0.00039056459619823757,1.6752818304529313,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.0380301,-0.029107097536325455,-0.035961952060461044,-0.004610955715179443,-0.022320831194519997,-0.016310550272464752,-0.002721983939409256,0.000562497780471296,0.00037370483329495364,1.6752223785918419,4,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.1380396,-0.030203280970454216,-0.036027707159519196,-0.004836380481719971,-0.023074248805642128,-0.015656432136893272,-0.002965484280139208,0.0005411144991564415,0.0003536020013616589,1.6751728666145413,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.238025,-0.031284019351005554,-0.03533345088362694,-0.00538887083530426,-0.02351495623588562,-0.014611780643463135,-0.0032401590142399073,0.0005579544982567462,0.00032957184026593026,1.6751202596421162,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.3380394,-0.03217815235257149,-0.03421243652701378,-0.006044045090675354,-0.023682594299316406,-0.013412976637482643,-0.003708956763148308,0.000536717809934814,0.0002793379571760664,1.6750479727755474,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.438045,-0.03301839902997017,-0.03284304589033127,-0.005963534116744995,-0.023894600570201874,-0.012095760554075241,-0.003760224673897028,0.0005617245746899476,0.0002105645996478609,1.6750013559199073,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.538068,-0.033729154616594315,-0.03159141167998314,-0.0056535303592681885,-0.023963112384080887,-0.010782280005514622,-0.0036164289340376854,0.000525549681811992,0.00017331690556061447,1.67496323760785,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.6380563,-0.03391529247164726,-0.030523620545864105,-0.005473509430885315,-0.023325277492403984,-0.009566029533743858,-0.0034844176843762398,0.0004868478186109451,0.00014908505600690368,1.6749587887970374,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.7381241,-0.03305619955062866,-0.02963034063577652,-0.005797132849693298,-0.022103821858763695,-0.00871257297694683,-0.0034266836009919643,0.0004148333357164254,0.00011843073325908156,1.6749772458378587,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.838043,-0.031463753432035446,-0.028919290751218796,-0.006679803133010864,-0.019982067868113518,-0.007833265699446201,-0.0035082283429801464,0.00035277422923984643,0.00012098289182586477,1.6750092616525705,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829389.937998,-0.029861589893698692,-0.028316115960478783,-0.0076806992292404175,-0.018258672207593918,-0.007403572555631399,-0.004006948322057724,0.0003075721119722069,0.00016308850972101145,1.6750591168968054,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.038024,-0.02761141024529934,-0.027732519432902336,-0.008467450737953186,-0.01620287448167801,-0.007073686458170414,-0.00425416324287653,0.0002464787782311711,0.00016775381015131542,1.6750960495937617,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.1380265,-0.02538309246301651,-0.027205288410186768,-0.00912579894065857,-0.014256945811212063,-0.006724936421960592,-0.004794216714799404,0.00016420650206533304,0.00017071116682169585,1.67510646993478,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.2380247,-0.02348969504237175,-0.02637414075434208,-0.009637102484703064,-0.012860297225415707,-0.006353940349072218,-0.004914382006973028,0.00012851491848966574,0.00016938211128084314,1.6751203719963652,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.338028,-0.022536683827638626,-0.025284983217716217,-0.009627491235733032,-0.011985368095338345,-0.005902431905269623,-0.0048065404407680035,0.00013602297902035228,0.0001480650977053746,1.6751067070574537,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.438019,-0.02280367538332939,-0.024390550330281258,-0.009358704090118408,-0.01237327791750431,-0.005559372715651989,-0.004777769558131695,0.000158138382676582,0.000132765621336921,1.6750883747827021,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.5380142,-0.023913079872727394,-0.02385147474706173,-0.009149566292762756,-0.01340023335069418,-0.005361911375075579,-0.004749129060655832,0.00024022298263168428,0.0001408198154528953,1.675091001752047,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.638035,-0.0253848135471344,-0.02284279838204384,-0.00878240168094635,-0.014550899155437946,-0.005102039314806461,-0.004525131545960903,0.0002805194037989806,0.00015444072839731883,1.6750880066879705,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.7380505,-0.02662697434425354,-0.02175486646592617,-0.008261322975158691,-0.015452603809535503,-0.0045311846770346165,-0.004478739574551582,0.00027546406853800855,0.00012405708580433866,1.67509363492623,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.838035,-0.02781662531197071,-0.020492922514677048,-0.00745818018913269,-0.016247577965259552,-0.003832785878330469,-0.0040975818410515785,0.00028188352940975895,7.180394465453101e-05,1.6751071937150512,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784829390.9380476,-0.028942683711647987,-0.01920262537896633,-0.006494432687759399,-0.017251569777727127,-0.002940061269327998,-0.003936199937015772,0.0003074926876216681,3.223202657512626e-05,1.67512037820329,OFFBOARD,True,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
