timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw,flight_mode,armed_status,proposed_x,proposed_y,proposed_z,approved_x,approved_y,approved_z,ai_confidence,safety_status,rejection_reason,failsafe_active
1784841536.965403,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,MANUAL,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APPROVED,,False
1784841537.065394,0.0403941310942173,-0.05689527094364166,-0.005065843462944031,-0.01676693931221962,0.012932654470205307,-0.0017937106313183904,0.00018035394553647584,0.0005233569193196089,0.007803418378613547,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.1654873,0.0403941310942173,-0.05689527094364166,-0.005065843462944031,-0.01676693931221962,0.012932654470205307,-0.0017937106313183904,0.00018035394553647584,0.0005233569193196089,0.007803418378613547,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.2653723,0.04041225090622902,-0.05661545321345329,-0.005132898688316345,-0.01643780618906021,0.013002104125916958,-0.002006306080147624,0.00014401825786599021,0.0005099371413048769,0.007795947026583196,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.3656127,0.04041225090622902,-0.05661545321345329,-0.005132898688316345,-0.01643780618906021,0.013002104125916958,-0.002006306080147624,0.00014401825786599021,0.0005099371413048769,0.007795947026583196,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.4653964,0.040530700236558914,-0.056378670036792755,-0.005144357681274414,-0.015959348529577255,0.013106661848723888,-0.0021549162920564413,0.00013489573185196515,0.0004824150424370946,0.007793286516069133,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.5654178,0.040530700236558914,-0.056378670036792755,-0.005144357681274414,-0.015959348529577255,0.013106661848723888,-0.0021549162920564413,0.00013489573185196515,0.0004824150424370946,0.007793286516069133,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.6654658,0.04065314307808876,-0.05623480677604675,-0.005155667662620544,-0.015509296208620071,0.01308926660567522,-0.0021007154136896133,0.0001247995239214784,0.00047279194711049135,0.007787727246510272,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.7653797,0.040739499032497406,-0.05613379925489426,-0.005164742469787598,-0.015289384871721268,0.013100174255669117,-0.0020911258179694414,0.00010393351541990903,0.00046799033842285316,0.007782689086230628,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
1784841537.8654387,0.04092947021126747,-0.055933017283678055,-0.005081892013549805,-0.014835202135145664,0.013159269466996193,-0.002065950306132436,9.890119996942595e-05,0.0004536609786643729,0.007780888733565284,OFFBOARD,False,0.0,0.0,5.0,0.0,0.0,5.0,0.949999988079071,APPROVED,OK,False
